modo,algoritmo,tamaño,workers,iteracion,tiempo
OpenMP,Dartboard,175157550,8,1,0.2982
OpenMP,Dartboard,262736325,8,1,0.4531
OpenMP,Dartboard,394104487,8,1,0.6743
OpenMP,Dartboard,591156730,8,1,1.0072
OpenMP,Dartboard,886735095,8,1,1.4955
OpenMP,Dartboard,1330102642,8,1,2.2590
OpenMP,Dartboard,400000,8,2,0.0031
OpenMP,Dartboard,600000,8,2,0.0028
OpenMP,Dartboard,900000,8,2,0.0113
OpenMP,Dartboard,1350000,8,2,0.0042
OpenMP,Dartboard,2025000,8,2,0.0052
OpenMP,Dartboard,3037500,8,2,0.0078
OpenMP,Dartboard,4556250,8,2,0.0161
OpenMP,Dartboard,6834375,8,2,0.0209
OpenMP,Dartboard,10251562,8,2,0.0241
OpenMP,Dartboard,15377343,8,2,0.0328
OpenMP,Dartboard,23066015,8,2,0.0483
OpenMP,Dartboard,34599022,8,2,0.0713
OpenMP,Dartboard,51898533,8,2,0.1003
OpenMP,Dartboard,77847800,8,2,0.1430
OpenMP,Dartboard,116771700,8,2,0.2021
OpenMP,Dartboard,175157550,8,2,0.3429
OpenMP,Dartboard,262736325,8,2,0.4551
OpenMP,Dartboard,394104487,8,2,0.6734
OpenMP,Dartboard,591156730,8,2,1.0018
OpenMP,Dartboard,886735095,8,2,1.5007
OpenMP,Dartboard,1330102642,8,2,2.2462
OpenMP,Dartboard,400000,8,3,0.0032
OpenMP,Dartboard,600000,8,3,0.0030
OpenMP,Dartboard,900000,8,3,0.0123
OpenMP,Dartboard,1350000,8,3,0.0046
OpenMP,Dartboard,2025000,8,3,0.0057
OpenMP,Dartboard,3037500,8,3,0.0077
OpenMP,Dartboard,4556250,8,3,0.0103
OpenMP,Dartboard,6834375,8,3,0.0190
OpenMP,Dartboard,10251562,8,3,0.0300
OpenMP,Dartboard,15377343,8,3,0.0420
OpenMP,Dartboard,23066015,8,3,0.0483
OpenMP,Dartboard,34599022,8,3,0.0706
OpenMP,Dartboard,51898533,8,3,0.0985
OpenMP,Dartboard,77847800,8,3,0.1382
OpenMP,Dartboard,116771700,8,3,0.2034
OpenMP,Dartboard,175157550,8,3,0.3034
OpenMP,Dartboard,262736325,8,3,0.4556
OpenMP,Dartboard,394104487,8,3,0.6779
OpenMP,Dartboard,591156730,8,3,0.9967
OpenMP,Dartboard,886735095,8,3,1.4959
OpenMP,Dartboard,1330102642,8,3,2.2734
OpenMP,Dartboard,400000,8,4,0.0027
OpenMP,Dartboard,600000,8,4,0.0027
OpenMP,Dartboard,900000,8,4,0.0045
OpenMP,Dartboard,1350000,8,4,0.0113
OpenMP,Dartboard,2025000,8,4,0.0057
OpenMP,Dartboard,3037500,8,4,0.0187
OpenMP,Dartboard,4556250,8,4,0.0106
OpenMP,Dartboard,6834375,8,4,0.0217
OpenMP,Dartboard,10251562,8,4,0.0276
OpenMP,Dartboard,15377343,8,4,0.0387
OpenMP,Dartboard,23066015,8,4,0.0495
OpenMP,Dartboard,34599022,8,4,0.0670
OpenMP,Dartboard,51898533,8,4,0.0981
OpenMP,Dartboard,77847800,8,4,0.1410
OpenMP,Dartboard,116771700,8,4,0.2123
OpenMP,Dartboard,175157550,8,4,0.3065
OpenMP,Dartboard,262736325,8,4,0.4519
OpenMP,Dartboard,394104487,8,4,0.6744
OpenMP,Dartboard,591156730,8,4,1.0122
OpenMP,Dartboard,886735095,8,4,1.5066
OpenMP,Dartboard,1330102642,8,4,2.2566
OpenMP,Dartboard,400000,8,5,0.0028
OpenMP,Dartboard,600000,8,5,0.0027
OpenMP,Dartboard,900000,8,5,0.0123
OpenMP,Dartboard,1350000,8,5,0.0042
OpenMP,Dartboard,2025000,8,5,0.0135
OpenMP,Dartboard,3037500,8,5,0.0134
OpenMP,Dartboard,4556250,8,5,0.0113
OpenMP,Dartboard,6834375,8,5,0.0252
OpenMP,Dartboard,10251562,8,5,0.0289
OpenMP,Dartboard,15377343,8,5,0.0403
OpenMP,Dartboard,23066015,8,5,0.0475
OpenMP,Dartboard,34599022,8,5,0.0701
OpenMP,Dartboard,51898533,8,5,0.0999
OpenMP,Dartboard,77847800,8,5,0.1451
OpenMP,Dartboard,116771700,8,5,0.2044
OpenMP,Dartboard,175157550,8,5,0.3066
OpenMP,Dartboard,262736325,8,5,0.4652
OpenMP,Dartboard,394104487,8,5,0.6804
OpenMP,Dartboard,591156730,8,5,1.0242
OpenMP,Dartboard,886735095,8,5,1.5276
OpenMP,Dartboard,1330102642,8,5,2.2624
OpenMP,Dartboard,400000,8,6,0.0030
OpenMP,Dartboard,600000,8,6,0.0025
OpenMP,Dartboard,900000,8,6,0.0040
OpenMP,Dartboard,1350000,8,6,0.0117
OpenMP,Dartboard,2025000,8,6,0.0058
OpenMP,Dartboard,3037500,8,6,0.0108
OpenMP,Dartboard,4556250,8,6,0.0152
OpenMP,Dartboard,6834375,8,6,0.0206
OpenMP,Dartboard,10251562,8,6,0.0285
OpenMP,Dartboard,15377343,8,6,0.0368
OpenMP,Dartboard,23066015,8,6,0.0467
OpenMP,Dartboard,34599022,8,6,0.0684
OpenMP,Dartboard,51898533,8,6,0.1016
OpenMP,Dartboard,77847800,8,6,0.1406
OpenMP,Dartboard,116771700,8,6,0.2136
OpenMP,Dartboard,175157550,8,6,0.3028
OpenMP,Dartboard,262736325,8,6,0.4541
OpenMP,Dartboard,394104487,8,6,0.6754
OpenMP,Dartboard,591156730,8,6,1.0107
OpenMP,Dartboard,886735095,8,6,1.5172
OpenMP,Dartboard,1330102642,8,6,2.2627
OpenMP,Dartboard,400000,8,7,0.0028
OpenMP,Dartboard,600000,8,7,0.0027
OpenMP,Dartboard,900000,8,7,0.0032
OpenMP,Dartboard,1350000,8,7,0.0039
OpenMP,Dartboard,2025000,8,7,0.0124
OpenMP,Dartboard,3037500,8,7,0.0078
OpenMP,Dartboard,4556250,8,7,0.0176
OpenMP,Dartboard,6834375,8,7,0.0259
OpenMP,Dartboard,10251562,8,7,0.0281
